FAM3B,0.13,3.71,-1.71,-0.75,0.31,6.13,4.38,-0.28,-2.98,-0.52,-0.78,3.95,5.2,6.02,4.41,2.82,0.29,0,0.65,-1.58,2.3,-0.43,0.8,2.05,2.4,3.05,0.71,-0.97,-2.98,-0.3,-2.88,-0.99
TSPAN8,4.75,-1.04,-0.39,-1.6,-1.08,5.96,0.36,0.09,-2.38,1.08,1.01,-2.88,0,0,-3.22,0,-2.44,-0.68,-0.23,-1.07,7.09,3.79,0.12,0,1.59,2.68,-0.17,-0.96,-0.62,5.01,-1.57,-1.93
POTEB,-0.95,1.9,-1.81,1.29,3.54,0.95,1.52,4.17,-6.87,-3.08,-0.59,1.83,1.94,4.03,2.5,3.21,-2.4,2.38,0.57,1.73,-0.38,-5.46,-0.07,-0.36,-1.71,-0.48,-3.02,-0.44,0.48,1.99,0.58,0.41
POTEC,-1.94,1.83,-2.1,1.42,3.76,1.38,1.38,3.91,-6.52,-2.94,-1.47,1.63,2.04,4.17,2.04,2.83,-2.81,2.43,-0.18,1.04,0,-5.18,0,-0.15,-1.88,-0.3,-3.37,-0.36,0.6,1.43,0.67,0.64
HBA2,0.32,3.47,4.14,0,1.93,-0.3,1.5,0,-0.41,-0.76,0.65,0.02,1.82,-0.21,0.4,0.45,-0.74,2.89,-0.33,2.68,4.24,-2.06,-0.77,-0.63,-0.75,0.12,-0.7,-1.34,0,0.89,1.06,0
HBA2,0.63,4.88,5.75,0.37,2.83,-0.53,1.98,6.68,-1.94,-0.81,0.1,-1.25,2,-1.71,0.87,0.45,-0.97,4.09,0,4.37,6.15,-0.79,-0.91,-1.47,-1.42,0.45,-0.91,-1.68,-1.87,1.67,1.56,0.18
IGJ,2.18,-0.66,-5.7,-1.17,0,-0.37,3.67,2.95,-1.9,1.9,-0.03,-1,-4.42,1.6,-5.83,0.22,-4.72,0.44,-1.52,0,2.58,0,3.09,1.96,1.02,2.1,-0.62,0,0.34,2.16,-3.01,-1.74
CYP4X1,-2.75,-2.54,3.69,2.3,0.36,-2.12,0.35,-1.57,1.92,-5.36,-2.82,-1.25,-3.6,-0.55,3.06,-4.42,-2.68,-1.71,-0.79,3.42,-1.41,2.42,-2.33,2.32,0.74,-1.97,1.07,1.9,0.67,-2.53,-4.45,0.59
CYP4X1,-2.62,-2.5,2.44,1.55,0.2,-1.75,0.22,-1.37,1.42,-5.39,-2.97,-1.31,-3.46,-1.33,1.73,-4.03,-2.33,-1.84,-0.69,1.48,0,1.58,-2.61,0,0.09,-2.61,0.61,1.43,0.46,-2.22,-4.1,0.16
SCGB1D2,-2.33,0.19,0,-0.56,-0.38,-3.38,1.61,0,-3.78,-1.31,-6.01,0.49,-1.5,-2.45,2.53,-4.2,-6.95,1.19,0,0.76,0,1.11,1.26,0,-1.14,2.17,-0.54,2.4,-4.66,1,-0.84,3.28
CA2,-1.53,3.3,3.72,3.57,-1.6,-1.92,0.15,-2,1.2,1.47,1.25,-1.53,2.07,-3.58,8.17,-1.78,2.35,-0.03,0,2.88,-1.18,0.85,-0.83,-3.5,-1.68,-0.33,-1.09,1.42,-2.08,0.99,1.19,-1.66
UGT2B11,-0.75,-2.11,0,0,-2.44,0.43,0,1.08,-1,1.39,0,0.9,-2.65,-2.46,-0.45,-1.74,0,-1.28,2.61,7.44,0,4.53,-0.28,-2.37,-2.01,0,-1.6,-0.94,3.41,6.69,-0.86,0
PVALB,2.69,5.38,-2.29,1.63,1.82,-1.03,1.43,2.67,-0.72,-1.47,-0.17,2.44,-1.07,1.6,-1.39,-0.63,2.94,-0.86,5.36,0.54,4.14,-0.96,6.28,4.66,-0.69,0.73,0.02,-1.32,-1.68,3.63,-1.23,1.49
NPY1R,-1.68,-1.56,0.79,0,4.19,1.79,-0.85,6.81,-2.43,-3.49,0,0.28,-0.27,-1.95,4.71,-2.21,-3.42,-0.77,-2.9,0.05,-1.56,0,3.86,0,-0.32,0.64,-1.25,-0.95,-0.5,0,2.38,-2.26
SOX2,7.3,-0.16,-1.79,-1.04,1.68,-0.32,-0.79,1.36,-1.08,6.43,-0.17,0,1.4,-0.47,-0.14,5.43,-2.11,0,-1.44,-0.52,1.14,2.84,0,0,0,-0.72,0,4.43,-0.95,0,3.93,0
SOX2,4.18,-0.28,-1.08,-0.68,0.67,-0.54,0.15,-0.07,0.09,3.96,0.61,0.29,0.41,0.42,0.12,3.21,0.49,0.55,-0.01,-0.23,-0.11,0.21,-0.46,-0.56,-0.53,-0.1,-0.39,1.56,-0.52,2.73,1.28,-0.23
DAPL1,0.52,-1.9,-2.4,-1.83,-1.35,-0.25,-0.63,4.47,-1.84,5.58,-0.22,-0.84,2.57,-1.91,4.63,3.64,-0.05,-0.56,-1.24,-0.61,1.95,-1.18,0,-1,4.9,1.28,1.99,1.77,-3.23,-1.47,-2,0.39
SLC6A4,0.94,6.98,-1.68,3.57,1.31,-1.11,0.66,1.52,-0.59,-2.21,3.86,-1.18,3.49,-1.68,-1.39,-1.55,1.86,-1.55,-1.74,-1.64,-1.45,0,0.84,3.14,5.24,-0.24,-0.56,1.66,0.18,-0.87,-0.44,3.59
SLC6A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP1,-0.49,0.57,2.27,2.93,-1.04,-1.86,-1.5,-1.71,3.21,6.36,0.58,-0.42,-0.54,-1.3,-0.88,-0.69,1.48,-1.03,-0.92,5.82,0.06,3.61,-1.21,-1.39,-0.46,-0.65,2.77,0.84,1.04,0.73,6.43,0.36
CP,5.96,-0.87,0.06,-0.3,-0.05,-0.39,-0.92,-2.66,3.41,4.68,0.76,-1.79,-1.8,-1.8,-1.07,0.25,-2.25,-0.64,2.44,-1.29,3.23,5.09,0.22,-3.22,-0.3,0.98,0.03,1.43,-2.27,2.46,-0.11,-2.1
KLK11,0.15,-0.98,-1.49,-1.79,-0.84,-0.51,4.17,5.04,-0.71,2.82,-0.07,-0.53,5.92,4.84,0.34,-0.56,-1.31,-0.53,-1.47,5.8,-1.12,-1.69,-0.39,-1.81,-0.39,0.01,0.1,1.69,-0.54,1.07,-1.28,-1.18
S100P,1.07,0,4.12,0.84,-3.48,0,-1.78,2.27,1.45,0.83,-0.43,1.02,-2.19,3.79,0,-3.52,-0.95,-1.62,3.46,2.59,0.81,2.4,-3.94,0,-0.5,-2.12,-3.44,0,-4.06,1.31,-2.08,2.48
ERP27,0.47,2.41,-4.23,1.71,-0.24,3.62,2.48,0.55,1.72,-2.54,-1.13,-3.44,-4.66,-4.98,-5.22,1.11,-2.62,-2.69,-1.93,-0.6,1.1,-0.35,1.05,1.47,-0.68,0.01,0.61,1.42,0.03,0.69,0.68,-0.42
SYT13,-1.59,-1.15,3.04,0.71,2.95,1.66,-2.85,2.8,-1.71,0.7,3.28,3.17,0,-1.17,0.82,-2.33,1.83,-1.72,5.49,0,-4.89,0,2.45,-0.52,1.2,-3.48,2.88,2.32,-0.48,2.3,0.78,0.8
SLITRK6,-1.02,0.93,4.11,-0.39,3.81,-1.29,0.89,1.77,-2.75,-0.84,2.66,-3.25,-5.05,0,0,-1.9,1.56,-1.48,-0.11,2.96,-0.51,2.06,3.23,2.62,0.11,1.08,-1.15,-1.03,-1.97,-0.01,2.28,5.08
C8orf84,-0.04,-1.95,-0.92,4.53,-0.39,0.9,-0.99,-3.48,-3.09,-1.88,-1.63,-0.98,-3.53,-1.18,4.9,-1.99,1.18,3.82,-0.82,2.97,0,4.01,0.94,2.6,1.72,1.74,1.26,0.17,1.8,1.97,1,-1.57
C8orf84,0,0,-1.85,3.97,-1.88,0.31,0,0,0,-2.55,0,-1.5,0,-1.99,3.94,-2.13,0.49,2.75,-1.51,2.51,-1.28,3.43,0.17,2.48,0.54,0.58,0.36,-0.4,0,0.99,-0.02,0
GJB2,-3.74,0.35,0,0.77,-1.82,-1.34,0,-1.74,0.76,1.05,0.57,0.67,0,0,-0.48,-2.01,2.95,-3.86,0.89,0,0.6,1.56,1.6,0,0.43,-4.47,0.72,0.48,1.9,1.24,0.86,0.58
GJB2,-3.45,0.43,0.19,0.62,-1.73,-1.33,-4.79,-1.74,0.77,1.15,0.26,0.46,-6.41,-4.76,-0.49,-1.76,2.23,-4.09,0.61,-0.33,0.91,1.65,1.3,1.69,0.55,-4.48,0.54,0.36,1.71,0.99,0.88,0.87
SLC4A4,0,-0.63,0,0,0,-0.23,0.11,-1.22,1.99,-0.46,-0.25,-1.7,0,-0.82,7.13,-0.31,0.22,0.24,-1.23,5.85,0.39,1.19,0.19,0,-0.87,0.61,-0.43,4.71,-0.22,4.16,0,-0.63
SLC4A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A4,0,-1.26,-0.25,1.07,0,-0.22,1.32,-0.34,1.77,-0.61,-1.12,-2.23,-0.92,-1.08,7.85,-0.73,0.06,-0.05,-2.2,6.75,0.55,1.98,-0.55,0,-0.57,0.64,0,5.52,-0.4,0,-0.02,-0.62
C1orf64,-0.58,0.71,0.52,0.34,0.76,0.06,-0.24,-0.15,-0.18,-3.62,-3.54,0.36,-2.94,0.66,-2.96,-0.88,-0.55,0.74,0.8,0.21,0,-2.75,0.37,0.43,-1.28,-0.38,-0.22,0.04,0.43,-0.61,-1,0.12
C1orf64,-0.65,1.38,1.48,1.84,1.37,0.85,0.14,-0.7,-0.7,0,-7.09,0.32,-5.03,1.41,-5.07,-1.61,-1.38,0.91,1.66,0.75,-0.86,-5.76,1.26,0.74,-2.17,-0.48,-0.01,0,0.96,-1.21,-1.33,0.54
KREMEN2,2.07,-0.03,5.46,0.68,-1.42,-1.09,2.68,-1.53,3.84,1.98,-1.21,-0.81,2.9,-1.55,2.1,-2.08,6.19,-1.68,-0.94,-1.11,-0.41,3.49,0.07,0,2.03,-1.38,-1.09,-1.38,0.56,-0.39,3.42,-1.21
POTEG,0,1.61,0,1.72,2.86,3.08,0.41,2.7,-5.13,-2.78,-0.97,2.42,2.82,3.87,1.76,2.9,-2.81,-0.35,0.15,-1.09,-0.62,-3.61,-2.16,-1.85,-1.68,-1.73,-3.12,-0.37,1.03,1.05,-0.04,0.46
POTEG,-0.07,0.47,0,0.68,3.09,0.45,1.07,3.14,0,0,-2.61,0.41,1.56,2.75,0.9,2.49,-3.64,0.49,0.28,-0.2,-0.11,0,-0.57,-0.95,-1.17,-1.14,-1.18,-1.3,0.04,0.82,-1.37,-0.19
LTF,0,-1.83,0.97,-1.06,-1.26,-3.19,1.46,1.87,3.23,-0.25,-0.74,1.22,-5.34,-5.16,-2.25,-1.67,1.26,-3.26,-1.87,1.28,1.78,1.1,0,-0.54,-0.71,-1.01,-2.74,1.97,-2.81,1.69,1.14,-4.77
CGA,0.55,-0.35,-1.38,-0.69,3.69,-0.03,0.36,-0.47,0.43,0.26,-0.52,2.07,0.21,1.38,-0.14,0.76,-0.02,0.29,7.72,-0.69,-0.31,-0.52,0.61,-1.33,8.25,-0.56,1.39,-0.47,-0.69,-0.9,-1.12,-0.49
CGA,0,0.06,-1.26,-0.91,5.29,0.06,0.41,-0.69,0.68,-0.28,-0.37,0,-0.01,0,-0.46,1.06,-0.42,0.96,9.48,-1.02,0,-0.08,1.33,-0.95,10.02,-0.14,2.82,0.57,-0.4,-0.96,0.21,0
CGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf48,-0.42,3.09,-3.07,1.67,2.5,2.41,-2.98,1.98,-0.72,1.24,0.93,-0.84,-7.47,-5.25,-2.04,0.98,0.11,1.07,-1.78,-0.12,1.03,0.25,-0.59,0.59,-1.24,-1.86,-1.29,1.32,0,-0.71,0.23,-0.84
CNTNAP2,0,1.52,3.98,-4.08,1.12,0.4,-0.23,-2.07,0.27,1.8,-1.61,1.46,-1.52,4.69,-0.06,0.52,2.95,1.39,3.1,1.95,-1.92,0.38,-1.43,-3.15,2.46,-0.53,-1.41,-1.97,0.68,-3.45,0.8,-3.27
CNTNAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTNAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTCN1,-0.4,0,-2.45,1.24,0,0,-0.2,-1.47,-1.6,-1.37,-0.62,1.17,-6.34,-6.19,-6.75,-3.56,-0.52,-0.72,-0.14,-2.89,0.23,0.75,0.69,1.51,0,0,0.65,1.3,1.49,-1.88,-0.58,-0.05
SYT1,-0.05,-1.45,-0.24,-2.59,1.57,1.02,0.88,0.31,3.78,-1.92,-1.04,4.5,-2.28,-3.1,0,-2.44,-2.14,-3.04,1.74,-2.85,2.82,-2.11,0.08,-2.4,-1.78,-1.54,1.02,2.5,0.53,3.4,0,2.39
GLYATL2,2.34,-0.88,0.19,3.03,-1.75,-1.01,-2.83,-1.74,3.33,0,0,1.38,0,0,-2.46,-2.41,-0.69,-1.85,0,0.3,0.68,7.39,0.21,0,0.17,-0.78,-0.63,5.26,-1.01,0,-0.88,-0.91
GRB14,-1.73,-0.51,3.95,-1.16,1.78,-0.22,0.58,4.43,0,0,0,-2.35,-0.47,-2.62,-1.67,-1.74,-4.31,-2.12,0,-1.39,0.74,4.43,-0.15,-2.39,-1.04,-0.89,-2.02,0.13,0,4.15,2.85,0.59
GLYATL1,-2.67,2.1,2.64,0,0.05,1.11,-3.75,0.13,2.7,0.29,-3.03,0.32,-5.68,0,-1.99,-3.56,0.99,-3.06,1.19,2.02,-2.46,1.41,1.22,-1.52,-1.21,-0.67,0.26,3.07,1.85,0.53,-1.57,1.02
VCX3A,0.77,1.07,-1.87,0.6,4.92,6.85,0.2,-1.2,-1.25,-1.73,0.71,-0.09,1.73,-0.09,-1.6,5.12,0.91,0.14,-1.85,-1.13,4.46,0,0.38,1.61,0.3,0.85,0.24,-0.78,2.35,0.64,-1.69,-1.24
SCGB1D1,-2.35,0.19,0,0,0.1,-2.65,2.18,2.16,-2.98,-0.75,-5.04,1.08,-1.23,-1.59,1.77,-3.64,-5.75,1.45,1.84,0.37,-1.97,1.2,0.73,0,-1.79,2.63,0.13,0,-3.94,1.64,-0.07,0
HOXB13,2.42,0.04,-1.98,0.69,1.99,0,1.27,1.34,2.1,1.53,-0.43,-1.33,-1.3,2.28,-0.7,-0.29,-0.11,0.27,-0.07,-0.69,1.62,-2.29,0.82,-0.34,-1.54,0.95,-0.59,0.97,-2.06,2.66,0.14,-0.41
HOXB13,3.31,-0.1,-1.26,2.26,4.06,-0.15,2.88,3.43,5.33,3.71,-0.34,-1.08,-0.3,5.09,-0.45,0.01,-0.36,0.21,-0.65,-1.21,2.39,-0.55,0.06,-1.33,-0.39,1.77,-0.26,2.68,-0.58,5.72,0.06,-0.4
PON3,1.6,-2.06,-0.99,0.23,-1.83,2.96,2.81,3.14,1.43,-3.71,-0.7,2.48,1.99,-2.66,-0.47,-1.9,-4.21,-1.57,2.37,-3.9,1.52,-2.1,-1.83,-0.15,0.05,0.07,0.34,3.44,-0.27,1.07,-0.29,-1.84
SLC1A1,0.67,4.43,2.56,1.63,-2.62,-0.21,-1.14,-0.79,-2.24,-1.79,-2.08,0.13,-0.75,-3.25,3.49,-2.67,3.02,-3.37,-2.14,3.17,-0.65,2.32,-1.28,0.76,1.4,1.2,2.64,-0.83,0.06,2.26,0.42,-0.92
SLC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V0A4,3.18,2.02,-1.62,0.99,2.81,2.62,-0.33,-1.83,-2.4,1.31,0,2.08,-2.01,0.01,-2.01,-0.86,-1.8,-1.15,3.28,2.67,2.35,0.67,-0.57,-0.42,2.7,-1.78,2.54,4.67,-0.07,5.62,-0.68,0.28
G0S2,-0.73,0.24,1.78,-0.78,3.02,0.39,3.58,2.45,0.14,-2.3,1.24,-0.84,-4.6,-0.01,-5.09,-0.89,-0.7,1.6,-4.31,-2.03,1.39,-1.28,-1.26,-0.21,0.77,3.21,0.38,-0.11,-1.09,0.72,-2.62,-2.38
THRSP,-1.3,-0.66,1.4,-0.36,2.52,-1.01,2.35,1.84,-1.22,-3.36,1.37,-0.82,-4.54,0.83,-5.94,-2.92,0.48,2.35,1.77,-1.97,2.29,0.1,0.9,0,0.29,2.66,0.91,-0.99,-0.11,-0.99,-3.31,0
THRSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf82,0,2,1.37,2.63,2.84,1.26,-2.61,0,-3.46,-1.4,-3.55,0.54,0.2,0,-4.47,-0.61,1.91,2.72,2.07,-3.32,-2.67,-2.46,0.36,0,-2.93,-0.14,0.93,0.15,0,-3.64,0,1.08
C10orf82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEE,1.26,1.48,-3.75,0.01,1.58,-0.21,2.33,4.28,-3.46,-2.88,1.87,2.75,-0.2,3.11,2.5,0,-0.33,1.11,2.9,0.14,2.16,-2.63,0.34,0,-0.12,-0.04,-1.23,-0.56,-2.04,3.09,-1.35,1.15
POTEE,-0.69,-0.27,0.33,-0.73,-0.35,-1.3,-1.05,-0.1,0.49,0.28,0.6,0.68,-0.03,-0.08,0.29,0,0.83,0.34,0.77,0.04,-1.12,-1.3,-1.76,-0.57,-0.21,-1.18,0.07,0.39,0.26,-0.55,0.17,-0.48
POTEE,0.03,1.04,-3.11,1.04,2.69,1.38,0.81,3.39,-4.83,-2.81,1.42,2.63,1.47,3.71,1.21,2.63,-1.47,0.97,1.99,-1.55,0.57,-3.69,-1.35,-1.06,-0.72,-0.77,-2.63,-0.25,0.14,2.09,0.16,0.11
POTEE,1.42,-1.23,0,0.87,-0.24,0.22,1.2,4.5,0,-2.22,2.72,3.57,0,4.06,1.43,2.99,-0.16,-0.26,3.81,-2.08,2.1,-1.82,0,0,0.49,-0.06,-1.65,1.03,0,3.37,0,0.48
UGT2B7,-0.06,-0.75,1.88,3.15,-0.86,-0.32,-1.21,0.38,-0.18,3.16,-1.12,0.03,-1.06,-1.22,0.36,-0.32,1.19,0,0.11,7.35,-1.73,2.95,-0.4,-2.28,-0.55,-0.38,-0.63,-1.25,2.61,5.05,-0.95,-0.96
C6orf141,0,-1.42,-0.54,-2.48,-1.35,2.08,-0.05,-0.06,-1.89,1.22,-0.46,0.4,7.58,-1.53,3.4,3.75,-1.77,-0.94,-1.83,0.01,0.45,-0.93,-1.01,-2.44,0.15,-0.1,-1.47,-2,-1.81,1.08,0.47,1.54
C6orf141,-0.29,-0.55,-1.31,-1.75,-0.22,-0.44,0.14,0.58,-0.79,0.52,0.37,0,4.79,-1.14,2.07,2.82,-0.16,0.32,-1.02,0.31,0.32,-0.78,-0.26,-0.48,0,0.14,-0.59,-1.08,-1.5,0.82,0.73,1.03
BEX2,0.39,4.59,-4.71,-1.18,0,2,0.72,1.36,-0.89,-2.1,-0.31,-0.14,-4.59,-2.48,0.71,-0.42,-1.44,0.65,0.45,-1.19,-1.57,0.94,5.76,-0.46,0.71,-0.53,0.94,-1.29,-0.63,1.02,0,-1.79
S100A9,-0.53,0.13,1.1,-2.63,-1.57,-1.72,-3.35,1.45,3.37,3.32,2.5,0.61,-2.38,-4.1,-1.03,-2,2.47,0.43,-1.91,1.28,0,3.28,-1.4,-1.47,2.38,0.7,0.99,-1.48,-1,-2.06,2.41,-0.41
SLC4A4,0,-0.63,0,0,0,-0.23,0.11,-1.22,1.99,-0.46,-0.25,-1.7,0,-0.82,7.13,-0.31,0.22,0.24,-1.23,5.85,0.39,1.19,0.19,0,-0.87,0.61,-0.43,4.71,-0.22,4.16,0,-0.63
SLC4A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A4,0,-1.26,-0.25,1.07,0,-0.22,1.32,-0.34,1.77,-0.61,-1.12,-2.23,-0.92,-1.08,7.85,-0.73,0.06,-0.05,-2.2,6.75,0.55,1.98,-0.55,0,-0.57,0.64,0,5.52,-0.4,0,-0.02,-0.62
FGG,0.89,0.28,0.26,-1.16,0.24,-0.81,-0.01,-0.05,0.18,5.8,1.11,0.34,0.48,0.45,-0.05,0.29,0.2,0.53,-0.48,-0.62,-0.86,9.2,0.07,-1.14,-0.21,-0.02,-0.44,-0.26,-0.65,0.26,2.98,-0.22
HBD,0.43,2.86,1.11,-0.72,0.53,-0.4,0.68,4.99,-0.64,1.45,0.67,-0.32,0.16,-0.28,-0.06,0.17,-0.46,2.5,0.35,2.84,2.09,-0.59,-0.1,-1.22,-0.81,-0.33,0.07,-0.5,-0.15,-0.28,0.2,-0.82
HBD,0.85,3.75,4.23,0.01,2.65,-0.55,2.41,4.74,-1.41,-0.77,0.8,-0.68,1.6,-1.28,0.33,0.68,-1.09,3.96,0.64,2.7,4.71,-0.76,-0.41,-0.64,-1.62,0.86,-1.22,-2.3,-2.05,1.54,1.49,-0.04
GCNT3,0.84,-0.54,-1.32,-0.93,-0.75,-0.43,-0.59,0.25,5.65,2.27,0.1,0.03,-1.51,-0.87,0.42,-0.25,1.16,0.32,0.07,0.88,-1.17,2.7,0.39,0,4.46,0.18,0.19,0.11,-0.57,7.74,-0.42,-0.18
GCNT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEE,1.26,1.48,-3.75,0.01,1.58,-0.21,2.33,4.28,-3.46,-2.88,1.87,2.75,-0.2,3.11,2.5,0,-0.33,1.11,2.9,0.14,2.16,-2.63,0.34,0,-0.12,-0.04,-1.23,-0.56,-2.04,3.09,-1.35,1.15
POTEE,-0.69,-0.27,0.33,-0.73,-0.35,-1.3,-1.05,-0.1,0.49,0.28,0.6,0.68,-0.03,-0.08,0.29,0,0.83,0.34,0.77,0.04,-1.12,-1.3,-1.76,-0.57,-0.21,-1.18,0.07,0.39,0.26,-0.55,0.17,-0.48
